web-scraper-order,web-scraper-start-url,Product,Product-href,Name,price,Rating,Review,Description,ASIN,Product Description,Manufracturer
1692630833-190,https://www.amazon.in/s?k=bags&page=8&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,American Tourister Casual Backpack,https://www.amazon.in/American-Tourister-AMT-SCH-BAG02/dp/B07CGN5QV2/ref=sr_1_119?crid=2M096C61O4MLT&keywords=bags&qid=1692630739&sprefix=ba%2Caps%2C283&sr=8-119,American Tourister Casual Backpack,"1,249","3,049 ratings",4.1 out of 5 stars,"Water Resistance: Water resistant, Capacity: 29.5 liters; Dimensions: 33 cms x 22 cms x 51 cms (LxWxH)",American Tourister,,"Date First Available
                                    ‏
                                        :
                                    ‎
                                 18 April 2018"
1692630839-191,https://www.amazon.in/s?k=bags&page=8&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,House of Quirk Baby Diaper Bag Maternity Backpack (Blue Elephant Printed),https://www.amazon.in/House-Quirk-Maternity-Backpack-Elephant/dp/B07QV7SH4S/ref=sr_1_118?crid=2M096C61O4MLT&keywords=bags&qid=1692630739&sprefix=ba%2Caps%2C283&sr=8-118,House of Quirk Baby Diaper Bag Maternity Backpack (Blue Elephant Printed),"1,448","3,938 ratings",4.2 out of 5 stars,"MULTI FUNCTION: You can use this bag as backpack and handbag. It is very elegant and suitable for many occasion like shopping, traveling etc. A fashionable backpack that can be carried by moms and dads alike.",,,
1692630849-192,https://www.amazon.in/s?k=bags&page=8&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"HAMMONDS FLYCATCHER Genuine Leather Laptop Bag for Men/Office Bag for Men, Brown |Fits Upto 14 Inch Laptop Bag/MacBook |Leather Bag for Men with Shoulder Straps |Crossbody Laptop Messenger Bag for Men",https://www.amazon.in/Hammonds-Flycatcher-Genuine-Leather-Messenger/dp/B07MDTVDQH/ref=sr_1_117?crid=2M096C61O4MLT&keywords=bags&qid=1692630739&sprefix=ba%2Caps%2C283&sr=8-117,"HAMMONDS FLYCATCHER Genuine Leather Laptop Bag for Men/Office Bag for Men, Brown |Fits Upto 14 Inch Laptop Bag/MacBook |Leather Bag for Men with Shoulder Straps |Crossbody Laptop Messenger Bag for Men","2,417","2,419 ratings",4.4 out of 5 stars,"CRAFTMENSHIP, METAL FITTING AND REINFORCEMENT MATERIAL: Pure Leather Bags Get More Beautiful On Ageing. These Are Not Pu Which Will Contain Shine On Its Surface. Start Your Journey Now this Bag As A Messenger Bag, Shoulder Bag Or Laptop Bag. Suitable For Your School, Office, College, University, Meeting, And Business For Everyday Use. It Also Makes For A Great Present. It Is Also Most Important To Use Good Quality Metal Fittings And Reinforcement Materials.",B07MDTVDQH,"The HAMMONDS FLYCATCHER Laptop Bag for Men is the ultimate blend of style, functionality, and durability. Crafted with pure genuine leather, this messenger bags exudes sophistication and ensures long-lasting performance. Whether you're a frequent traveler, a busy professional, or a student, this leather laptop bag is designed to meet your diverse needs.

 With its spacious design and smart organization, this bag keeps your essentials neatly arranged. The main compartment offers ample space for larger items, while the padded laptop compartment provides secure protection for your device up to 14 inches. The inner zipper pocket, wallet pocket, mobile pocket, and pen slots keep your belongings organized and easily accessible.

 We understand the importance of comfort, which is why we've designed this office bag/laptop bag with your convenience in mind. The comfortable leather handle allows for easy carrying, while the padded removable shoulder straps offer customizable comfort. Whether you prefer to carry it by the handle or wear it as a shoulder bag, this laptop bag adapts to your preferences.

 We stand behind the quality of our products. That's why this laptop bag comes with a 1-year warranty, providing you with peace of mind and assurance of our commitment to your satisfaction.","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Hindustan Foam, Kolkata 700039"
1692630855-193,https://www.amazon.in/s?k=bags&page=8&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"Nivia 5227 Pulse Junior Bag, Others (Orange) (Aqua/Green)",https://www.amazon.in/Nivia-Pulse-Junior-Bag-Aqua-Green/dp/B08D7QNYZX/ref=sr_1_116?crid=2M096C61O4MLT&keywords=bags&qid=1692630739&sprefix=ba%2Caps%2C283&sr=8-116,"Nivia 5227 Pulse Junior Bag, Others (Orange) (Aqua/Green)",294,250 ratings,3.7 out of 5 stars,,,,
1692630861-194,https://www.amazon.in/s?k=bags&page=8&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Gear Galaxy Universe 30 L Water Resistant School Bag/Kids Bag/Casual Backpack/Daypack/College Bag for Boys/Girls/Men/Women (Blue),https://www.amazon.in/Gear-Universe-Resistant-Backpack-Daypack/dp/B0BZWLBDV3/ref=sr_1_115?crid=2M096C61O4MLT&keywords=bags&qid=1692630739&sprefix=ba%2Caps%2C283&sr=8-115,Gear Galaxy Universe 30 L Water Resistant School Bag/Kids Bag/Casual Backpack/Daypack/College Bag for Boys/Girls/Men/Women (Blue),"1,095",31 ratings,3.7 out of 5 stars,,B0BZWLBDV3,Each Gear Bag is born in our in-house design & prototyping studio & characterises a recognisable aesthetic & functionality,"Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Gear"
1692630872-195,https://www.amazon.in/s?k=bags&page=7&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Lavie Women's Ushawu Satchel Bag | Ladies Purse Handbag,https://www.amazon.in/Lavie-Womens-Ushawu-Satchel-Handbag/dp/B0B3J9J9CK/ref=sr_1_116?crid=2M096C61O4MLT&keywords=bags&qid=1692630863&sprefix=ba%2Caps%2C283&sr=8-116,Lavie Women's Ushawu Satchel Bag | Ladies Purse Handbag,"1,099","7,017 ratings",4.1 out of 5 stars,"Features dual round handles, it comes with an adjustable and deatchable sling strap.",B0B3J9J9CK,,"Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Bagzone Lifestyle Pvt Ltd"
1692630878-196,https://www.amazon.in/s?k=bags&page=7&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,DZert School Bag Backpack 30 Liters for Boys/Girls Polyester Lightweight Bag (Pink),https://www.amazon.in/DZert-Polyester-Pink-School-Backpack/dp/B077VFZHLL/ref=sr_1_115?crid=2M096C61O4MLT&keywords=bags&qid=1692630863&sprefix=ba%2Caps%2C283&sr=8-115,DZert School Bag Backpack 30 Liters for Boys/Girls Polyester Lightweight Bag (Pink),319,"1,934 ratings",3.6 out of 5 stars,Students can also fill all types of school books lunch box and water bottle bags,Rushi Enterprise,DZert Provide Premium quality bags which are non-toxic and made up of soft velvet because our priority is to provide best and high-quality bags/ backpack to your kids.,"Date First Available
                                    ‏
                                        :
                                    ‎
                                 30 November 2017"
1692630888-197,https://www.amazon.in/s?k=bags&page=7&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Gear Workspace 18L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women-Black,https://www.amazon.in/Gear-Workspace-Briefcase-Black-Red-BKPWRPHYD0101/dp/B097KGL2M5/ref=sr_1_114?crid=2M096C61O4MLT&keywords=bags&qid=1692630863&sprefix=ba%2Caps%2C283&sr=8-114,Gear Workspace 18L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women-Black,907,345 ratings,4.2 out of 5 stars,"Padded Velcro'ed Sleeve fits upto 15.6"" Laptop : Padded Base",B097KGL2M5,"Gear bags are designed for the quick commute as well for the long journey. These backpacks can be used as laptop bags, adventure bags and so on. Your favorite travel companion, the backpacks come with enough storage space to carry all your requirements.","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Gear"
1692630896-198,https://www.amazon.in/s?k=bags&page=7&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,American Tourister Casual Backpack,https://www.amazon.in/American-Tourister-AMT-SCH-BAG02/dp/B07CGN5QV2/ref=sr_1_113?crid=2M096C61O4MLT&keywords=bags&qid=1692630863&sprefix=ba%2Caps%2C283&sr=8-113,American Tourister Casual Backpack,"1,249","3,049 ratings",4.1 out of 5 stars,"Water Resistance: Water resistant, Capacity: 29.5 liters; Dimensions: 33 cms x 22 cms x 51 cms (LxWxH)",American Tourister,,"Date First Available
                                    ‏
                                        :
                                    ‎
                                 18 April 2018"
1692630904-199,https://www.amazon.in/s?k=bags&page=7&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Martucci 15.6 inch 30 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack(Black),https://www.amazon.in/Martucci-Casual-Travelling-Laptop-Backpack/dp/B088B4P6ZW/ref=sr_1_112?crid=2M096C61O4MLT&keywords=bags&qid=1692630863&sprefix=ba%2Caps%2C283&sr=8-112,Martucci 15.6 inch 30 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack(Black),549,"7,765 ratings",3.9 out of 5 stars,Ergonomic Design: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body.<br> <br>,B088B4P6ZW,,"Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Martucci"
1692630910-200,https://www.amazon.in/s?k=bags&page=7&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,COSMUS Vogue Casual Laptop Backpack with USB Charger Port 46cm 26 Litre College Bag,https://www.amazon.in/Cosmus-Casual-Backpack-Charger-College/dp/B09HX54TGF/ref=sr_1_111?crid=2M096C61O4MLT&keywords=bags&qid=1692630863&sprefix=ba%2Caps%2C283&sr=8-111,COSMUS Vogue Casual Laptop Backpack with USB Charger Port 46cm 26 Litre College Bag,"1,409","1,422 ratings",4.2 out of 5 stars,"COMFORTABLE FIT: This Minimalist Design Laptop backpack has a padded back panel and fully adjustable shoulder straps making it comfortable for all day use, plus Two quick access front zippered pockets for extra storage. Dimensions: 18.5 x 13 x 6.5 inches. Capacity: 26 Litre<br> <br>",B09HX54TGF,"COSMUS Vogue 15.6 inches Business Laptop Backpack is the sleek and lightweight solution for your Laptop Bags needs that's perfectly suited to your daily life. 

 With its casual, modern design and water-repellent fabric its suits great for both men and women, business professionals and college students alike. 

 There's plenty of room inside, so just grab and go! dimensions: 18.5 x 13 x 6.5 inches : 47cm x 33cm x 17cm : Capacity 26 Litres 

 Serve you well as professional office work bag, slim USB charging bagpack, college high school student backpack for boys, girls, teens.","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 COSMUSBAGS PVT.LTD."
1692630916-201,https://www.amazon.in/s?k=bags&page=7&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"HP Essentials Polyester Black, Grey Laptop Backpack",https://www.amazon.in/HP-Essentials-Polyester-Laptop-Backpack/dp/B07GGS4RDV/ref=sr_1_110?crid=2M096C61O4MLT&keywords=bags&qid=1692630863&sprefix=ba%2Caps%2C283&sr=8-110,"HP Essentials Polyester Black, Grey Laptop Backpack","1,199",299 ratings,4.1 out of 5 stars,For: Laptops nad accessories<br><br> <br>,B07GGS4RDV,"HP essentials backpack dualtone 15. 6"". It's made from polyester and nylon. The colour available is grey and black.","Date First Available
                                    ‏
                                        :
                                    ‎
                                 15 August 2018"
1692630921-202,https://www.amazon.in/s?k=bags&page=7&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Gear Galaxy Universe 30 L Water Resistant School Bag/Kids Bag/Casual Backpack/Daypack/College Bag for Boys/Girls/Men/Women (Blue),https://www.amazon.in/Gear-Universe-Resistant-Backpack-Daypack/dp/B0BZWLBDV3/ref=sr_1_109?crid=2M096C61O4MLT&keywords=bags&qid=1692630863&sprefix=ba%2Caps%2C283&sr=8-109,Gear Galaxy Universe 30 L Water Resistant School Bag/Kids Bag/Casual Backpack/Daypack/College Bag for Boys/Girls/Men/Women (Blue),"1,095",31 ratings,3.7 out of 5 stars,,B0BZWLBDV3,Each Gear Bag is born in our in-house design & prototyping studio & characterises a recognisable aesthetic & functionality,"Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Gear"
1692630927-203,https://www.amazon.in/s?k=bags&page=7&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Gear Floral Petal 30L Water Resitant School Bag/Casual Backpack/Kids Bag/Daypack/College Bag for Girls/Women (Yellow),https://www.amazon.in/Gear-Resitant-Backpack-Daypack-College/dp/B0C3MMX619/ref=sr_1_106?crid=2M096C61O4MLT&keywords=bags&qid=1692630863&sprefix=ba%2Caps%2C283&sr=8-106,Gear Floral Petal 30L Water Resitant School Bag/Casual Backpack/Kids Bag/Daypack/College Bag for Girls/Women (Yellow),"1,199",4 ratings,3.8 out of 5 stars,,B0C3MMX619,Each Gear Bag is born in our in-house design & prototyping studio & characterises a recognisable aesthetic & functionality,"Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Gear"
